DOCUMENT	INSEE	NOM_COM	LIBELLE	B1_BANDE	B1_T_BANDE	B1_ART_6	B1_ART_71	B1_ART_72	B1_ART_73	B1_ART_74	B1_ART_8	B1_ART_9	B1_ART_10	B1_ART_13	B1_ART_5	B1_ART_14
19010_reglement_20120601	19010	ARGENTAT	Us	-88		10	1	3	-88	2	-99	-99	-88	-88	-88	-99
19010_reglement_20120601	19010	ARGENTAT	Up	-88		10	1	1.90	-88	-88	-88	-88	1	-88	-88	-99
19010_reglement_20120601	19010	ARGENTAT	UX	-88		10	1	3	-88	2	5	-99	-99	-88	-88	-99
95470_Saint_Witz	95470	SAINT-WITZ	UBp	-88		-99	-88	-88	-88	-88	5	-88	-88	-88	-99	-99
95470_Saint_Witz	95470	SAINT-WITZ	UE	-88		2	1	2	-88	-88	-99	-99	12	-88	-99	-99
95470_Saint_Witz	95470	SAINT-WITZ	UH	-88		10	1	5	-88	1	6	0,3	12	-88	-99	-99
95470_Saint_Witz	95470	SAINT-WITZ	UCART	-88		-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-99
95470_Saint_Witz	95470	SAINT-WITZ	Uéco	-88		10	1	6	-88	1	6	0,6	12	-99	-99	-99
95470_Saint_Witz	95470	SAINT-WITZ	UBa	-88		3,5	1	2	-88	-88	5	0,4	-88	-88	-99	-99
95470_Saint_Witz	95470	SAINT-WITZ	UAb	-88		4	1	2.50	-88	-88	4	0,4	-88	-88	-99	-99
95470_Saint_Witz	95470	SAINT-WITZ	UBb	-88		5	1	2,5	-88	-88	5	-88	-88	-88	-99	-99
95470_Saint_Witz	95470	SAINT-WITZ	UBc	-88		4	1	2,5	-88	-88	5	-88	-88	-88	-99	-99
95470_Saint_Witz	95470	SAINT-WITZ	UBd	-88		3	-99	-99	-99	-99	5	0,6	-88	-88	-99	-99
95470_Saint_Witz	95470	SAINT-WITZ	UAa	-88		4	1	2.50	-88	-88	4	0,4	-88	-88	-99	-99
95470_Saint_Witz	95470	SAINT-WITZ	UBcim	-88		-99	-88	-88	-88	-88	-88	-88	-88	-99	-88	-88
41074_reglement_20151217	41074	DHUIZON	UB	-88		7	1	3	-88	-88	-99	-99	6	0.65	-99	-99
41074_reglement_20151217	41074	DHUIZON	UEb	-88		10	1	4	-88	-88	-88	0.30	10	0.65	-99	-99
41074_reglement_20151217	41074	DHUIZON	UEa	-88		5	1	4	-88	-88	-88	0.60	8	0.65	-99	-99
41074_reglement_20151217	41074	DHUIZON	UAb	-88		5	-99	-99	-99	-99	-99	-99	6	0.65	-99	-99
41074_reglement_20151217	41074	DHUIZON	UAa	-88		-88	-99	-99	-99	-99	-99	-99	6	0.65	-99	-99
10367_reglement_20140424	10367	LA SAULSOTTE	U	-88		0	1	3	-88	2	-99	0.60	-88	0.05	-99	-99
31482_reglement_20130624	31482	ST FRAJOU	UB2	-88		3	1	3	-88	2	-99	-99	-88	-88	-88	-99
31482_reglement_20130624	31482	ST FRAJOU	UA	-88		-88	1	3	-88	2	-99	-99	-88	-88	-88	-99
63068_reglement_20160926	63068	Cellule	Ui	-88		5	1	5	-88	2	-99	-88	10	-88	-88	-88
63068_reglement_20160926	63068	Cellule	Uj	-88		3	1	3	-88	2	-99	-88	3	-88	-88	-99
63068_reglement_20160926	63068	Cellule	Ug	-88		3	1	3	-88	2	-99	-88	8	-88	-88	0.40
63068_reglement_20160926	63068	Cellule	Ud	-88		3	1	3	-88	-88	-99	-99	10	-88	-99	-99
63068_reglement_20160926	63068	Cellule	Ue2	-88		5	1	3	-88	2	-99	-88	10	-88	-88	0.50
63068_reglement_20160926	63068	Cellule	Ue3	-88		5	1	3	-88	2	-99	-88	10	-88	-88	0.50
63068_reglement_20160926	63068	Cellule	Ue1	-88		5	1	3	-88	2	-99	-88	4	-88	-88	0.50
27437_reglement_20170308	27437	NOJEON-EN-VEXIN	U	-88		10	1	4	-88	-88	8	-99	7	-88	-99	-99
33495_reglement_20070111	33495	SALIGNAC	UE	-88		5	1	3	-88	2	-99	-88	8	-88	-88	-99
33495_reglement_20070111	33495	SALIGNAC	UB	-88		4	1	3	-88	2	-99	0.50	-88	-88	-88	0.60
33495_reglement_20070111	33495	SALIGNAC	UA	-88		-88	1	3	-88	2	-99	-99	-88	-88	-88	-99
33495_reglement_20070111	33495	SALIGNAC	UC	-88		5	1	3	-88	2	-99	0.20	-88	-88	-88	0.25
33495_reglement_20070111	33495	SALIGNAC	UX	-88		5	1	5	-88	2	-99	0.55	12	-88	-88	-99
74032_reglement_20170613	74032	BELLEVAUX	UBpa	-88		-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
74032_reglement_20170613	74032	BELLEVAUX	UAca	-88		-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
74032_reglement_20170613	74032	BELLEVAUX	Upm	-88		-88	0	-99	-88	-88	15	0.30	-88	0.10	-88	-88
74032_reglement_20170613	74032	BELLEVAUX	UA	-88		5	1	3	-88	-88	-99	-99	9	-88	-99	-88
74032_reglement_20170613	74032	BELLEVAUX	UBh	-88		5	1	4	-88	-88	-99	-99	5.50	0.05	-99	-88
74032_reglement_20170613	74032	BELLEVAUX	UBa	-88		5	1	4	-88	-88	-99	-99	8	0.05	-88	-88
74032_reglement_20170613	74032	BELLEVAUX	UBb	-88		5	1	4	-88	-88	-99	-99	7	-88	-99	-88
74032_reglement_20170613	74032	BELLEVAUX	UXb	-88		5	1	4	-88	-88	-99	-99	7	-88	-88	-88
61432_reglement_20130122	61432	ST MICHEL THUBEUF	Uh	-88		-88	0	-99	-88	-88	-88	-88	-88	-88	-88	-99
35007_reglement_20100908	35007	AUBIGNE	UE	-88		5	1	1.90	-88	-88	-99	0.40	6	-88	-99	-99
35007_reglement_20100908	35007	AUBIGNE	UC	-88		-88	1	1.90	-88	-88	-99	-99	-88	-88	-99	-99
74165_reglement_20171030	74165	MARIGNY ST MARCEL	Ue	-88		3	1	3	-88	-99	-99	-99	9	-99	-88	-88
74165_reglement_20171030	74165	MARIGNY ST MARCEL	Ub	-88		4	1	4	-88	2	8	0.25	7	0.15	-88	-88
74165_reglement_20171030	74165	MARIGNY ST MARCEL	Ua	-88		3	1	3	-88	2	-99	-99	8	-99	-88	-88
74165_reglement_20171030	74165	MARIGNY ST MARCEL	Ux	-88		10	1	5	-88	2	-99	0.50	12	0.50	-88	-88
68216_reglement_20170310	68216	MOOSLARGUE	ULe	-88		4	1	4	-88	2	3	-99	10	-99	-88	-88
68216_reglement_20170310	68216	MOOSLARGUE	Ua	-88		5	1	3	-88	2	3	-88	12	0.20	-88	-88
68216_reglement_20170310	68216	MOOSLARGUE	ULg	-88		4	1	4	-88	2	3	-88	10	-99	-88	-88
63345_reglement_20160630	63345	ST GENES CHAMPANELLE	UR	-88		3	1	5	-88	2	-99	-99	8	-88	-99	-88
63345_reglement_20160630	63345	ST GENES CHAMPANELLE	UG	-88		3	1	2	-88	2	-99	-99	8	-88	-99	-88
63345_reglement_20160630	63345	ST GENES CHAMPANELLE	UD	-88		5	1	2	-88	-88	-99	-99	9	-88	-99	-88
63345_reglement_20160630	63345	ST GENES CHAMPANELLE	UJ*	-88		5	1	5	-88	2	-99	0.60	12	-88	-99	-88
66196_reglement_20151020	66196	SOREDE	UE	-88		5	1	4	-88	2	-88	-88	11	-88	-88	-88
66196_reglement_20151020	66196	SOREDE	UF	-88		5	1	4	-88	2	-88	-88	8.50	-88	-88	-88
66196_reglement_20151020	66196	SOREDE	UA	-88		-88	1	3	-88	-88	-88	-88	11	-88	-88	-88
66196_reglement_20151020	66196	SOREDE	UD	-88		5	1	4	-88	2	-88	-88	16	-88	-88	-88
66196_reglement_20151020	66196	SOREDE	UC	-88		5	1	4	-88	2	-88	-88	8.50	-88	-88	-88
66196_reglement_20151020	66196	SOREDE	UBb	-88		5	1	4	-88	2	4	-88	10.50	-88	-88	-88
21538_reglement_20140523	21538	ST ANDEUX	Uh	-88		3	1	2	-88	2	-99	-99	-88	0.05	-88	-99
21538_reglement_20140523	21538	ST ANDEUX	Ub	-88		2.50	1	3	-88	2	-99	-99	-88	0.05	-88	-99
42093_reglement_20130710	42093	FARNAY	UA	-88		3	1	3	-88	2	-99	-99	10	-88	-99	2
42093_reglement_20130710	42093	FARNAY	UD	-88		5	1	5	-88	1	-99	0.30	9	-88	1500	-99
42093_reglement_20130710	42093	FARNAY	UC	-88		5	1	5	-88	1	-99	0.30	9	0.10	-99	-99
43112_reglement_20110711	43112	LANGEAC	UI	-88		5	1	5	-88	2	5	0.60	12	0.20	-99	-99
43112_reglement_20110711	43112	LANGEAC	UB	-88		8	2	3	-88	2	-88	-88	12	-88	-99	0.80
43112_reglement_20110711	43112	LANGEAC	UA	-88		-88	2	3	-88	2	-99	-99	12	-88	-99	-99
43112_reglement_20110711	43112	LANGEAC	UC	-88		4	2	3	-88	2	-88	-88	7	-88	-99	0.50
01068_reglement_20130628	1068	CERDON	UH	-88		5	1	3	-88	2	-99	-99	9	-99	-99	0.5
01068_reglement_20130628	1068	CERDON	UBi	-88		5	1	3	-88	-88	-99	-99	12	0.20	-99	0.50
01068_reglement_20130628	1068	CERDON	UA	-88		0	0	-99	-88	-88	-99	-99	15	-99	-99	-99
01068_reglement_20130628	1068	CERDON	UBri	-88		-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0.80
51287_reglement_20120926	51287	HAUTVILLERS	UBe	-88		5	1	3	-88	2	4	0.50	6.50	0.10	-99	-99
51287_reglement_20120926	51287	HAUTVILLERS	UBh	-88		5	1	3	-88	2	4	0.702	6.50	0.10	-99	-99
51287_reglement_20120926	51287	HAUTVILLERS	UBa	-88		10	1	3	-88	2	4	0.50	6.50	0.10	-99	-99
51287_reglement_20120926	51287	HAUTVILLERS	UBb	-88		5	1	3	-88	2	4	0.70	6.50	0.10	-99	-99
51287_reglement_20120926	51287	HAUTVILLERS	UAc	-88		-88	1	3	-88	2	4	-99	7	-88	-99	-99
51287_reglement_20120926	51287	HAUTVILLERS	UAa	-88		10	1	3	-88	2	4	-99	7	-88	-99	-99
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	UM	-88		5	-88	-88	-88	2	-99	0.50	15	0.20	-99	1
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	UEZCa	-88		1.5	-88	-88	-88	-88	-88	0.60	35	-88	-88	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	UEZCb	-88		1.5	-88	-88	-88	-88	-88	0.60	20	-88	-88	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	UEZCc	-88		1.5	-88	-88	-88	-88	-88	-88	29	-88	-88	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	URMb*	-88		0.	1	8	-88	-88	6	-88	10	0.50	-88	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	UEf	-88		2	1	8	-88	2	4	0.50	13.5	0.20	-99	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	UEe	-88		10	1	6	-88	2	10	0.60	35	0.20	-99	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	UEd	-88		10	1	5	-88	2	-88	0.40	22	0.20	-99	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	URMh	-88		0.5	1	8	-88	-88	8	0.50	11	0.20	-99	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	URb	-88		0.5	1	4	-88	2	6	0.40	9	0.20	-99	-99
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	UEc	-88		10	1	6	-88	2	10	0.60	18	0.20	-99	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	UVP	-88		5	1	2.5	-88	-88	1	0.40	9	0.20	500	0.6
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	URMi	-88		0.5	1	8	-88	-88	8	0.50	11	0.20	-99	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	URa	-88		0.5	-88	-88	-88	-88	6	0.60	9	0.20	-99	-99
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	UEbv	-88		6	1	6	-88	2	6	0.60	12	-88	-88	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	URMj	-88		0.5	1	8	-88	-88	8	0.50	12	0.20	-99	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	UEa	-88		2	1	6	-88	2	8	0.40	12	0.20	-99	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	URc	-88		0.5	-88	-88	-88	-88	6	0.40	6.50	0.20	-99	-99
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	UZCa	-88		0.5	-88	-88	-88	-88	8	-99	35	0.20	-99	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	URMd	-88		0.5	1	8	-88	-88	6	0.60	12	0.50	-99	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	URMe	-88		0.5	0	-99	-88	2	2.60	0.60	15	0.20	-99	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	URMf	-88		0.5	0	-99	-88	2	-88	0.60	19	0.20	-99	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	URMg	-88		0.5	1	8	-88	-88	8	0.50	11	0.20	-99	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	URMa	-88		0.5	1	8	-88	-88	6	0.60	12	0.50	-99	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	UZCc	-88		0.5	-88	-88	-88	-88	-88	-99	35	0.20	-99	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	UZCb	-88		0.5	1	8	-88	2	8	-99	35	0.20	-99	-88
78180_Montigny_le_Bretonneux	78180	Montigny le Bretonneux	URMc	-88		0.5	1	8	-88	-88	6	0.60	37	0.50	-99	-88
74311_reglement_20170420	74311	VIUZ EN SALLAZ	UP	-88		5	1	3	-88	2	1.5	0.20	-88	-88	-88	-88
74311_reglement_20170420	74311	VIUZ EN SALLAZ	UE	-88		4	1	5	-88	2	-99	0.50	11	0.15	-88	-88
74311_reglement_20170420	74311	VIUZ EN SALLAZ	UH	-88		3	1	3	-88	2	1.5	-99	-88	0.15	-88	-88
74311_reglement_20170420	74311	VIUZ EN SALLAZ	UB	-88		3	1	3	-88	2	6	0.25	-88	0.15	-88	-88
74311_reglement_20170420	74311	VIUZ EN SALLAZ	UA	-88		3	1	3	-88	2	1.5	-99	-88	0.15	-88	-88
74311_reglement_20170420	74311	VIUZ EN SALLAZ	UD	-88		5	1	3	-88	2	6	0.20	-88	0.15	-88	-88
74311_reglement_20170420	74311	VIUZ EN SALLAZ	UXa	-88		5	1	5	-88	2	-99	0.50	9	0.15	-88	-88
73275_reglement_20120331	73275	ST PIERRE DE GENEBROZ	U	-88		5	1	4	-88	2	-99	-99	41	-88	-99	-88
41092_reglement_20121105	41092	FOUGERES SUR BIEVRE	UE	-88		5	1	2	-88	-88	-99	-99	6	0.50	-99	-99
41092_reglement_20121105	41092	FOUGERES SUR BIEVRE	UA	-88		-88	1	2	-88	-88	-99	-99	6	0.50	-99	-99
41092_reglement_20121105	41092	FOUGERES SUR BIEVRE	UBb	-88		-88	1	2	-88	-88	-99	-99	6	0.50	-99	-99
41092_reglement_20121105	41092	FOUGERES SUR BIEVRE	UY	-88		5	1	2	-88	-88	-99	-99	8	0.50	-99	-99
37062_reglement_20171030	37062	CHATEAU LA VALLIERE	UBda	-88		-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
37062_reglement_20171030	37062	CHATEAU LA VALLIERE	UYd	-88		5	1	5	-88	-88	5	0,6	9	-88	-99	-99
37062_reglement_20171030	37062	CHATEAU LA VALLIERE	UE	-88		5	1	5	-88	-88	5	-99	-88	-88	-99	-99
37062_reglement_20171030	37062	CHATEAU LA VALLIERE	UB	-88		5	1	2	-88	-88	-99	-99	6	-88	-99	-99
37062_reglement_20171030	37062	CHATEAU LA VALLIERE	UA	-88		-88	2	3	-88	-88	-99	-99	7	-88	-99	-99
37062_reglement_20171030	37062	CHATEAU LA VALLIERE	UC	-88		5	1	5	-88	-88	5	0,4	9	-88	-88	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UHt	-88		2	1	2.50	-88	2	-99	-99	-88	0.20	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Laronze	-88		-88	1	2	-88	-88	-99	-99	-88	-88	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Keruchen	-88		2	1	2	-88	1	-99	-99	21.50	-88	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Pen ar c'hoatb	-88		3	1	2	-88	2	-99	0.80	-88	-88	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Pen ar c'hoata	-88		3	1	2	-88	2	-99	0.80	-88	-88	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	US	-88		2	1	2	-88	-88	-99	-99	-99	-99	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Prat pip	-88		5	1	5	-88	2	-99	-99	-88	-99	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UEp	-88		-88	0	-99	-88	-88	-99	-99	-99	-99	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Ilot Eglise	-88		0	1	2	-88	-88	-99	-99	-88	-99	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UE Kergaradec III	-88		5	1	5	-88	2	-99	-99	12	-88	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UCLanrozeB	-88		-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
242900314_reglement_3_20171211	29000	BREST METROPOLE	UP	-88		3	1	3	-88	-88	-99	-99	-99	-99	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UCLanrozeA	-88		-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Pompidou	-88	 	3	1	2	-88	1	-99	0.70	-88	-88	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Point du jour2	-88		0	0	-99	-88	-88	-99	-99	37	-99	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Pontanézen	-88		2	1	1	-88	-88	4	-99	-88	-88	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Point du jour1	-88		0	0	-99	-88	-88	-99	-99	20	-99	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UL	-88		3	1	1.5	-88	2	-99	-99	-88	0.20	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Harteloire	-88		-88	0	-99	-88	-88	-99	-99	-88	-88	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UE Ty ar menez	-88		10	1	5	-88	-88	-99	-99	11	-88	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UE Mescouezel	-88		-88	0	-99	-88	-88	-99	-99	-99	-88	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Les hauts de Jaurès	-88		-88	0	-99	-88	2	-99	-99	-88	-88	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	Port de commerce1A	-88		-88	-88	-88	-88	-88	-88	-88	18	-88	-88	-88
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC	-88		0	1	2	-88	1	-99	-99	-88	0.20	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	Port de commerce4B	-88		-88	-88	-88	-88	-88	-88	-88	18	-88	-88	-88
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC La Cantine	-88		2	1	5	-88	1	-99	-99	23	-88	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Saint Louis	-88		-88	0	-99	-88	-88	-99	-99	17	-99	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	Port de commerce4C	-88		-88	-88	-88	-88	-88	-88	-88	18	-88	-88	-88
242900314_reglement_3_20171211	29000	BREST METROPOLE	Port de commerce2	-88		2	1	4	-88	-88	-99	-99	18	-99	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	Port de commerce3	-88		2	1	4	-88	-88	-99	-99	15	-99	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Jardin1	-88		-88	1	3	-88	-88	-99	-99	-88	-88	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UCLanrozeC	-88		-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
242900314_reglement_3_20171211	29000	BREST METROPOLE	UCLanrozeD	-88		-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
242900314_reglement_3_20171211	29000	BREST METROPOLE	UEm	-88		2	0	-99	-88	2	-99	-99	-99	-99	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	Port de commerce5	-88		2	1	4	-88	-88	-99	-99	12	-99	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Jardin2	-88		-88	1	3	-88	-88	-99	-99	-88	-88	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UH Amiral Nicol	-88		2	1	1	-88	-88	-99	-99	1	-99	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Capucins	-88		2	1	3	-88	1	-99	-99	-99	-99	-99	-99
242900314_reglement_3_20171211	29000	BREST METROPOLE	UC Proudhon	-88		2	1	2	-88	-88	-99	-99	-88	-88	-99	-99
74107_reglement_20130308	74107	DROISY-MONT-DES-PRINCES	Ua	-88		3	1	2	-88	-88	-88	-99	12	-88	-99	-99
73107_reglement_20140128	73107	ENTREMONT LE VIEUX	UT	-88		5	1	4	-88	2	20	-99	6	-88	-99	0.50
73107_reglement_20140128	73107	ENTREMONT LE VIEUX	UE3	-88		1	1	5	-88	2	-88	0.70	10	0.50	-99	-99
73107_reglement_20140128	73107	ENTREMONT LE VIEUX	UA	-88		-88	-88	-88	-88	-88	20	-99	7	0.30	-88	-99
73107_reglement_20140128	73107	ENTREMONT LE VIEUX	UD	-88		5	1	4	-88	2	20	-99	8	0.50	-99	0.40
73107_reglement_20140128	73107	ENTREMONT LE VIEUX	UE13	-88		-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-99
73107_reglement_20140128	73107	ENTREMONT LE VIEUX	UX	-88		5	1	4	-88	2	-99	-99	-99	-88	-99	-99
51119_reglement_20170223	51119	CHAMPILLON	UAt	-88		3	1	3	-88	-88	3	-99	7	-88	-99	-99
51119_reglement_20170223	51119	CHAMPILLON	UB	-88		3	1	3	-88	-88	3	0,5	-88	-88	-99	-99
51119_reglement_20170223	51119	CHAMPILLON	UAa	-88		2	1	3	-88	-88	3	-99	-88	-88	-99	-99
74143_reglement_20171219	74143	LES HOUCHES	UT	-88		1.50	1	3	-88	2	3	-99	15	0.15	-88	-88
74143_reglement_20171219	74143	LES HOUCHES	UM	-88		1.50	1	3	-88	2	4	0.30	9	0.30	-88	-88
74143_reglement_20171219	74143	LES HOUCHES	UEQ	-88		4	0	-99	-88	-88	-99	-99	12	-88	-88	-88
74143_reglement_20171219	74143	LES HOUCHES	UB	-88		1.50	1	3	-88	2	2	0.60	10	0.15	-88	-88
74143_reglement_20171219	74143	LES HOUCHES	UA	-88		1.50	1	3	-88	2	3	-99	15	0.15	-88	-88
74143_reglement_20171219	74143	LES HOUCHES	UC	-88		1.50	1	3	-88	2	4	0.30	9	0.30	-88	-88
74143_reglement_20171219	74143	LES HOUCHES	UX	-88		1.50	1	3	-88	2	-88	0.60	12	0.15	-88	-88
31256_reglement_20140213	31256	LABRUYERE DORSA	UB	-88		3	1	3	-88	-88	3	0.25	4.50	0.50	-99	0.25
31256_reglement_20140213	31256	LABRUYERE DORSA	UA	-88		-88	1	15	-88	-88	3	-99	-88	-88	-99	-99
29259_reglement_20171107	29259	ST POL DE LEON	Uia	-88		5	1	5	-88	-88	6	0.70	-88	0.20	-88	-88
29259_reglement_20171107	29259	ST POL DE LEON	UP	-88		3	1	3	-88	-88	-99	-99	9	-88	-88	-88
29259_reglement_20171107	29259	ST POL DE LEON	UE	-88		15	1	3	-88	-88	4	-88	-88	0.20	-88	-88
29259_reglement_20171107	29259	ST POL DE LEON	UA	-88		-88	1	3	-88	-88	-88	-99	9	-88	-88	-88
29259_reglement_20171107	29259	ST POL DE LEON	UC	-88		0	1	3	-88	-88	-88	0.7	9	0.20	-88	-88
29259_reglement_20171107	29259	ST POL DE LEON	UBa	-88		0	1	3	-88	-88	-88	-99	9	0.10	-88	-88
29259_reglement_20171107	29259	ST POL DE LEON	Uie	-88		15	1	5	-88	-88	6	0.70	-88	0.10	-88	-88
31135_reglement_20140505	31135	CAZERES	UX3	-88		4	1	4	-88	2	6	0.50	7.50	-88	2000	0.40
31135_reglement_20140505	31135	CAZERES	U3	-88		8	1	3.50	-88	2	6	0.30	7.50	-88	1200	0.20
31135_reglement_20140505	31135	CAZERES	U2	-88		8	1	3.50	-88	3	6	0.40	9	-88	1200	0.50
31135_reglement_20140505	31135	CAZERES	U1	-88		35	1	1,9	-88	-88	3	-99	12	-88	1200	-99
31135_reglement_20140505	31135	CAZERES	UX1	-88		6	1	4	-88	2	6	-99	12	-88	2000	0.40
31135_reglement_20140505	31135	CAZERES	UX2	-88		35	1	4	-88	2	6	0.50	10	-88	2000	-99
62015_reglement_19870316	62015	AIRON NOTRE DAME	UH	-88		5	1	4	-88	-88	-88	-88	-88	-88	-88	-88
62015_reglement_19870316	62015	AIRON NOTRE DAME	UDb	-88		5	1	3	-88	-88	4	-88	7	-99	2000	0.10
31288_reglement_20111018	31288	LAYRAC SUR TARN	Ub	-88		5	1	3	-88	2	-99	-99	7	0.30	2000	-99
31288_reglement_20111018	31288	LAYRAC SUR TARN	Ua	-88		-88	1	3	-88	2	-99	-99	7	-99	2000	-99
52197_reglement_20140915	52197	FAYL BILLOT	UE	-88		4	1	3	-88	2	4	-99	14	-88	-99	-99
52197_reglement_20140915	52197	FAYL BILLOT	UB	-88		4	1	3	-88	2	4	-99	10	-88	-99	-99
52197_reglement_20140915	52197	FAYL BILLOT	UD	-88		4	1	3	-88	2	4	-99	10	-88	-99	-99
52197_reglement_20140915	52197	FAYL BILLOT	UYa	-88		5	1	5	-88	-88	-88	0.60	14	-88	-88	-99
79259_reglement_20170915	79259	ST JEAN DE THOUARS	Us	-88		6	1	3	-88	-88	3	-99	-99	-88	-88	-99
79259_reglement_20170915	79259	ST JEAN DE THOUARS	Uaa	-88		-88	1	3	-88	1	3	-99	9	-88	-88	-99
79259_reglement_20170915	79259	ST JEAN DE THOUARS	Ui	-88		5	1	6	-88	-88	6	-99	15	0.10	-88	-99
79259_reglement_20170915	79259	ST JEAN DE THOUARS	Uch	-88		-88	1	3	-88	1	3	-99	15	-88	-88	-99
79259_reglement_20170915	79259	ST JEAN DE THOUARS	Ub	-88		-88	1	3	-88	1	3	-99	-88	-88	-88	-99
55042_reglement_20110719	55042	BELLERAY	UB	-88		-99	1	3	-88	2	6	-99	9	0.08	-99	-99
55042_reglement_20110719	55042	BELLERAY	UA	-88		-88	1	3	-88	2	6	-99	-88	-88	-99	-99
94400_Vitry_sur_seine	94400	vitry-sur-seine	UBp	-88		2.50	1	4	-88	-88	4	-99	-99	-88	-99	-88
94400_Vitry_sur_seine	94400	vitry-sur-seine	UCp	-88		-88	0	-99	-88	-88	-88	0.50	-88	0.50	-99	-88
94400_Vitry_sur_seine	94400	vitry-sur-seine	UN	-88		3	1	3.50	-88	1	-99	0.20	-99	-88	-99	-88
94400_Vitry_sur_seine	94400	vitry-sur-seine	UBr	-88		2.50	1	4	-88	-88	-99	-99	-99	-99	-99	-88
