DOCUMENT	INSEE	NOM_COM	LIBELLE	B1_BANDE	B1_T_BANDE	B1_ART_6	B1_ART_71	B1_ART_72	B1_ART_73	B1_ART_74	B1_ART_8	B1_ART_9	B1_ART_10	B1_ART_13	B1_ART_5	B1_ART_14
83083_reglement_20110712	83083	MONTFORT SUR ARGENS	Uxr1	-88		7	1	4	-88	-88	4	-99	12	-88	-99	-88
83083_reglement_20110712	83083	MONTFORT SUR ARGENS	Uar1	-88		-88	1	2	-88	-88	4	0,5	12	-88	-99	-88
83083_reglement_20110712	83083	MONTFORT SUR ARGENS	Uaar1	-88		-88	-88	-88	-88	-88	4	-88	-88	-88	-88	-88
83083_reglement_20110712	83083	MONTFORT SUR ARGENS	Ubar1	-88		5	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
83083_reglement_20110712	83083	MONTFORT SUR ARGENS	Ud	-88		5	1	4	-88	-88	4	-99	6,5	0,07	1200	0,15
83083_reglement_20110712	83083	MONTFORT SUR ARGENS	Uc	-88		5	1	4	-88	-88	4	-99	6,5	-88	-99	0,15
83083_reglement_20110712	83083	MONTFORT SUR ARGENS	Ub	-88		5	1	4	-88	-88	4	-99	6,5	-88	-99	-88
83083_reglement_20110712	83083	MONTFORT SUR ARGENS	Ubr1	-88		5	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
83083_reglement_20110712	83083	MONTFORT SUR ARGENS	Uabr1	-88		-88	-88	-88	-88	-88	4	-88	-88	-88	-88	-88
38159_reglement_20140710	38159	EYDOCHE	Uaa	-88		-88	-88	-88	-88	-88	-88	0,25	7	-88	-88	0,4
38159_reglement_20140710	38159	EYDOCHE	Ui	-88		5	1	5	-88	2	-99	-99	10	-88	-99	-99
38159_reglement_20140710	38159	EYDOCHE	Ue	-88		5	1	3	-88	2	4	-88	8	-88	-99	0,7
38159_reglement_20140710	38159	EYDOCHE	Uc	-88		5	1	3	-88	2	4	15	7	-88	-99	0,15
38159_reglement_20140710	38159	EYDOCHE	Ub	-88		5	1	3	-88	2	4	0,2	7	-88	-99	0,2
27316_reglement_20080211	27316	HAUVILLE	UB	-88		8	1	3	-88	2	8	0.20	-88	-88	-99	0.08
27316_reglement_20080211	27316	HAUVILLE	UAb	-88		8	1	3	-88	2	8	-88	-88	-88	-99	-88
27316_reglement_20080211	27316	HAUVILLE	UAc	-88		8	1	3	-88	2	8	0.20	-88	-88	-99	0.08
27316_reglement_20080211	27316	HAUVILLE	UZ	-88		8	1	3	-88	2	3	0.50	-88	-88	-99	-99
27316_reglement_20080211	27316	HAUVILLE	UAa	-88		5	1	3	-88	-88	-88	-88	-88	-88	-99	-88
72294_reglement_20150910	72294	ST LEONARD DES BOIS	Up	-88		-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
72294_reglement_20150910	72294	ST LEONARD DES BOIS	Uc	-88		-88	0	-99	-88	-88	-88	-88	-88	-88	-88	-88
50543_reglement_20160409	50543	ST QUENTIN SUR LE HOMME	UE	-88		5	1	5	-88	-88	5	-99	14	0.10	-99	-99
50543_reglement_20160409	50543	ST QUENTIN SUR LE HOMME	UB	-88		1	1	2	-88	-88	-99	-99	12	-88	-99	-88
50543_reglement_20160409	50543	ST QUENTIN SUR LE HOMME	UC	-88		0	1	2	-88	-88	-99	0.60	9	0.20	-99	0.8
50543_reglement_20160409	50543	ST QUENTIN SUR LE HOMME	UX	-88		6	1	5	-88	-88	5	0.70	12	0.20	-99	-99
22349_reglement_20091012	22349	TREDREZ LOCQUEMEAU	UT	-88		5	1	3	-88	2	-88	0.10	5	0.60	-88	0.20
22349_reglement_20091012	22349	TREDREZ LOCQUEMEAU	UP	-88		2	1	3	-88	-88	4	-88	10	-88	-88	-99
22349_reglement_20091012	22349	TREDREZ LOCQUEMEAU	UE	-88		5	1	5	-88	-88	4	0.50	12	0.20	-88	-99
22349_reglement_20091012	22349	TREDREZ LOCQUEMEAU	UCa	-88		5	1	3	-88	-88	4	-88	8	-88	-88	0.50
22349_reglement_20091012	22349	TREDREZ LOCQUEMEAU	UA	-88		1	1	3	-88	2	4	-88	11	-88	-88	-88
22349_reglement_20091012	22349	TREDREZ LOCQUEMEAU	UD	-88		-88	1	3	-88	2	4	0.30	8	-88	-88	0.40
22349_reglement_20091012	22349	TREDREZ LOCQUEMEAU	UCc	-88		5	1	3	-88	-88	4	-88	8	-88	-88	0.50
22349_reglement_20091012	22349	TREDREZ LOCQUEMEAU	UCb	-88		5	1	3	-88	-88	4	-88	8	-88	-88	0.50
22349_reglement_20091012	22349	TREDREZ LOCQUEMEAU	UY	-88		25	1	3	-88	1	-88	-88	10	-88	-88	-99
01281_reglement_20151217	1281	ORNEX	Up	-88		5	1	4	-88	2	-88	-99	-88	0.50	-99	-99
01281_reglement_20151217	1281	ORNEX	UE	-88		-88	1	3	-88	-88	-99	-99	-88	-88	-99	-99
01281_reglement_20151217	1281	ORNEX	Uc	-88		5	1	4	-88	2	-88	-99	-88	0.30	-99	-99
01281_reglement_20151217	1281	ORNEX	Ub	-88		5	1	3	-88	-88	-88	-99	-88	0.15	-99	-99
01281_reglement_20151217	1281	ORNEX	UX1	-88		5	1	3	-88	2	-99	0.50	12	0.20	-99	-99
01281_reglement_20151217	1281	ORNEX	UX2	-88		5	1	3	-88	2	-99	0.50	12	0.20	-99	-99
22090_reglement_20140725	22090	KERMARIA SULARD	UA	-88		-88	1	1.90	-88	-88	-99	-99	7	-88	-88	-99
22090_reglement_20140725	22090	KERMARIA SULARD	UC	-88		2	1	1.90	-88	-88	-99	-99	7	-88	-88	-99
22090_reglement_20140725	22090	KERMARIA SULARD	UY	-88		5	1	3	-88	-88	-99	-99	13	-88	-88	-99
31192_reglement_20170330	31192	FOURQUEVAUX	UE	-88		-88	1	3	-88	2	-88	-88	12	-88	-88	-88
31192_reglement_20170330	31192	FOURQUEVAUX	EndehorsdusecteurUBa,	-88		-88	-88	-88	-88	-88	-88	0.25	-88	0.25	-88	-88
31192_reglement_20170330	31192	FOURQUEVAUX	UBa	-88		-88	1	3	-88	2	-88	0.15	6	0.50	-88	-88
31192_reglement_20170330	31192	FOURQUEVAUX	UAa	-88		2	1	15	-88	1	-88	-88	6	0.50	-88	-88
42276_reglement_20171027	42276	ST PRIEST LA PRUGNE	UE	-88		5	1	5	-88	2	-99	-99	12	-88	-99	-88
42276_reglement_20171027	42276	ST PRIEST LA PRUGNE	UH	-88		3	1	3	-88	2	-99	-99	9	-88	-99	-88
42276_reglement_20171027	42276	ST PRIEST LA PRUGNE	UB	-88		3	1	3	-88	-88	-99	-99	12	-88	-99	-88
42276_reglement_20171027	42276	ST PRIEST LA PRUGNE	UC	-88		3	1	3	-88	2	-99	-99	9	-88	-99	-88
79178_reglement_20170915	79178	THOUARSAIS	Us	-88		6	1	3	-88	-88	3	-99	-99	-88	-88	-99
79178_reglement_20170915	79178	THOUARSAIS	Uaa	-88		-88	1	3	-88	-88	3	-99	9	-88	-88	-99
79178_reglement_20170915	79178	THOUARSAIS	Ui	-88		5	1	6	-88	-88	6	-99	15	-88	-88	-99
79178_reglement_20170915	79178	THOUARSAIS	Uch	-88		-88	1	3	-88	-88	3	-99	15	-88	-88	-99
79178_reglement_20170915	79178	THOUARSAIS	Ub	-88		-88	1	3	-88	-88	3	-99	9	-88	-88	-99
37171_reglement_20061205	37171	NOIZAY	UBi	-88		3	1	3	-88	-88	-99	-88	6	-88	-88	-99
37171_reglement_20061205	37171	NOIZAY	UAi	-88	 	3	1	3	-88	1	-99	-88	15	-88	-88	-99
37171_reglement_20061205	37171	NOIZAY	UCi	-88		7	1	10	-88	-88	6	-88	12	-88	-99	-99
35243_reglement_20160916	35243	ROMAGNE	UT	-88		6	1	5	-88	-88	-88	-99	9	0.20	-88	-99
35243_reglement_20160916	35243	ROMAGNE	UL	-88		6	1	3	-88	2	-88	-99	-88	0.20	-88	-99
35243_reglement_20160916	35243	ROMAGNE	UE	-88		1	1	3	-88	2	-88	0.60	-88	0.10	-88	-99
35243_reglement_20160916	35243	ROMAGNE	UC	-88		-88	1	3	-88	-88	8	0.60	-88	0.10	-88	-99
35243_reglement_20160916	35243	ROMAGNE	UAb	-88		6	1	5	-88	-88	-88	-99	15	0.20	-88	-99
35243_reglement_20160916	35243	ROMAGNE	UAa	-88		6	1	5	-88	-88	-88	-99	10	0.20	-88	-99
19151_reglement_20141008	19151	NOAILLES	Ue	-88		3	1	3	-88	2	-99	-99	-99	-99	-88	-99
19151_reglement_20141008	19151	NOAILLES	Ud	-88		4	1	3	-88	2	3	-99	7	-88	-88	0.15
19151_reglement_20141008	19151	NOAILLES	Uc	-88		3	1	3	-88	2	3	-99	7	-88	-88	-99
19151_reglement_20141008	19151	NOAILLES	Ub	-88		4	1	3	-88	2	3	-99	7	-88	-99	-99
19151_reglement_20141008	19151	NOAILLES	Ua	-88		3	1	3	-88	2	3	-99	7	-88	-99	-99
19151_reglement_20141008	19151	NOAILLES	Ux	-88		3	1	3	-88	2	-99	-99	7	-99	-88	-99
41257_reglement_20170612	41257	THENAY	Up	-88		5	1	3.50	-88	-88	-88	0.70	-88	0.15	-88	-99
41257_reglement_20170612	41257	THENAY	UI	-88		5	1	3.50	-88	-88	3.50	0.70	15	0.15	-99	-99
41257_reglement_20170612	41257	THENAY	UE	-88		5	1	3.50	-88	-88	-88	0.70	-99	0.15	-99	-99
41257_reglement_20170612	41257	THENAY	Uh	-88		5	1	3.50	-88	-88	-88	0.70	-88	0.15	-88	-99
41257_reglement_20170612	41257	THENAY	Ua	-88		5	1	3.50	-88	-88	-88	-99	-88	0.15	-88	-99
93130_Noisy_le_sec	93130	NOISY-LE-SEC	UCa	-88		8	1	2	-88	2	2	-99	-88	-88	-99	-99
93130_Noisy_le_sec	93130	NOISY-LE-SEC	UB	-88		3	1	2	-88	2	2	-99	-88	-88	-99	-99
93130_Noisy_le_sec	93130	NOISY-LE-SEC	UA	-88		5	1	3	-88	2	3	-99	-88	-88	-99	-99
93130_Noisy_le_sec	93130	NOISY-LE-SEC	UDa	-88		10	1	3	-88	2	3	0,6	-88	0.20	-99	-88
93130_Noisy_le_sec	93130	NOISY-LE-SEC	UDb1	-88		-88	-88	-88	-88	-88	-88	-88	7	0.20	-88	-88
93130_Noisy_le_sec	93130	NOISY-LE-SEC	UEa	-88		4	1	4	-88	2	4	0,8	20	-88	-99	-88
93130_Noisy_le_sec	93130	NOISY-LE-SEC	UV	-88		1	1	5	-88	2	2	-99	20	-88	-99	-99
40009_reglement_20111215	40009	ARJUZANX	UN	-88		10	1	3	-88	-88	-99	-99	11	-88	-99	-99
40009_reglement_20111215	40009	ARJUZANX	UY	-88		10	1	6	-88	2	4	-99	-99	-88	-99	-99
32429_reglement_20140220	32429	SEMPESSERRE	Uh	-88		5	1	4	-88	2	-88	0.20	-88	-88	-88	-99
32429_reglement_20140220	32429	SEMPESSERRE	Ua	-88		10	1	4	-88	2	-88	-99	-88	-88	-88	-99
32429_reglement_20140220	32429	SEMPESSERRE	Ubx	-88		5	-88	-88	-88	-88	4	-99	-88	-88	-88	-88
54523_reglement_20150403	54523	THUILLEY AUX GROSEILLES	UM	-88		-88	0	-99	-99	-99	-99	-99	-99	-99	-88	-99
54523_reglement_20150403	54523	THUILLEY AUX GROSEILLES	UB	-88		5	1	3	-88	1	-99	-99	6	-99	-99	-99
54523_reglement_20150403	54523	THUILLEY AUX GROSEILLES	UA	-88		-88	1	3	-88	-88	-99	-99	6	-99	-99	-99
56058_reglement_20141201	56058	FEREL	UI	-88		-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
56058_reglement_20141201	56058	FEREL	UL	-88		5	1	3	-88	2	4	-88	-88	-88	-88	-88
56058_reglement_20141201	56058	FEREL	UH	-88		1	1	3	-88	2	4	0.70	6	-88	-88	-88
56058_reglement_20141201	56058	FEREL	UB	-88		5	1	3	-88	2	4	0.40	9	0.15	-88	-88
56058_reglement_20141201	56058	FEREL	UA	-88		5	1	3	-88	2	4	-99	9	-88	-88	-88
56058_reglement_20141201	56058	FEREL	Uip	-88		6	1	3	-88	2	4	0.60	-88	-88	-88	-88
56058_reglement_20141201	56058	FEREL	UC	-88		5	1	3	-88	2	4	0.30	8.5	0.15	-88	-
74048_reglement_20170425	74048	BRENTHONNE	UA	-88		1.5	1	3	-88	-88	-99	-99	9	-88	-88	-99
74048_reglement_20170425	74048	BRENTHONNE	UDa	-88		4	1	4	-88	-88	-88	0.50	7	0.20	700	0.40
74048_reglement_20170425	74048	BRENTHONNE	UDe	-88		4	1	4	-88	-88	-88	-99	7	0.20	700	-99
74048_reglement_20170425	74048	BRENTHONNE	UX	-88		9	1	4	-88	2	4	0.60	7	0.10	-99	1
10053_reglement_20110429	10053	BOURANTON	UC	-88		5	1	3	-88	2	4	0.30	-88	0.10	800	-99
10053_reglement_20110429	10053	BOURANTON	UY	-88		5	1	5	-88	2	5	-99	7	0.10	-99	-99
24547_reglement_20140226	24547	TERRASSON LAVILLEDIEU	UAv	-88		5	1	3	-88	2	-99	-99	10	-88	-99	-99
24547_reglement_20140226	24547	TERRASSON LAVILLEDIEU	UJ	-88		-99	1	3	-88	2	-99	-99	-99	-99	-99	-99
24547_reglement_20140226	24547	TERRASSON LAVILLEDIEU	UDb	-88		5	1	3	-88	2	-99	-88	8	-88	-99	0.30
24547_reglement_20140226	24547	TERRASSON LAVILLEDIEU	UDa	-88		5	1	3	-88	2	-99	-88	10	-88	-99	0.50
24547_reglement_20140226	24547	TERRASSON LAVILLEDIEU	UC	-88		5	1	3	-88	2	-99	0.60	8	-88	-99	-99
24547_reglement_20140226	24547	TERRASSON LAVILLEDIEU	UY	-88		5	1	5	-88	2	5	0.75	8	-88	-99	-99
24547_reglement_20140226	24547	TERRASSON LAVILLEDIEU	UAA	-88		-88	1	3	-88	2	-99	-99	13	-88	-99	-99
63338_reglement_20130711	63338	ST ELOY LES MINES	UJardins	-88		1	1	0.5	-88	-88	-88	-88	2.50	-88	-88	-88
63338_reglement_20130711	63338	ST ELOY LES MINES	UG2	-88		5	1	3	-88	-88	-88	-88	7	0.1	-88	0.40
63338_reglement_20130711	63338	ST ELOY LES MINES	UF3	-88		5	1	3	-88	-99	-88	-88	12	0.1	-88	-99
63338_reglement_20130711	63338	ST ELOY LES MINES	UG3	-88		5	1	3	-88	-88	-88	-88	7	0.1	-88	0.30
63338_reglement_20130711	63338	ST ELOY LES MINES	UD6	-88		3	1	0.5	-88	-88	-88	-99	-88	-88	-88	-99
63338_reglement_20130711	63338	ST ELOY LES MINES	UI	-88		5	1	5	-88	-88	-88	0.60	9	-88	-88	-88
63338_reglement_20130711	63338	ST ELOY LES MINES	UD9	-88		3	1	0.5	-88	-88	-88	-99	-88	-88	-88	-99
63338_reglement_20130711	63338	ST ELOY LES MINES	UJ	-88		5	1	5	-88	-88	-88	0.60	19	0.1	-88	-88
63338_reglement_20130711	63338	ST ELOY LES MINES	UL	-88		-88	1	5	-88	-88	-88	-88	8	-88	-88	0.15
63338_reglement_20130711	63338	ST ELOY LES MINES	UG1etUG1A	-88		-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0.60
19203_reglement_20120911	19203	STE FORTUNADE	Us	-88		5	1	3	-88	2	-99	-99	-99	-88	-88	-99
19203_reglement_20120911	19203	STE FORTUNADE	UP	-88		3	1	3	-88	-88	-99	-99	7	-88	-88	-99
19203_reglement_20120911	19203	STE FORTUNADE	UL	-88		-88	1	3	-88	2	-88	-99	-88	-88	-88	-99
19203_reglement_20120911	19203	STE FORTUNADE	Ux1	-88		5	1	5	-88	-88	5	-99	-99	-88	-88	-99
19203_reglement_20120911	19203	STE FORTUNADE	Ux2	-88		5	1	5	-88	-88	5	-99	10	-88	-88	-99
50597_reglement_20120117	50597	TIREPIED	U	-88		5	1	3	-88	2	4	-88	6	-88	-88	-88
61464_reglement_20150923	61464	SEES	Uaa	-88		2	1	2	-88	2	-99	-99	12	-99	-99	-99
61464_reglement_20150923	61464	SEES	Uh	-88		2	1	2	-88	2	-99	-99	6	-88	-99	-99
61464_reglement_20150923	61464	SEES	Ue	-88		2	1	2	-88	-88	-99	-99	9	-88	-99	-99
61464_reglement_20150923	61464	SEES	Ub	-88		2	1	2	-88	-88	-99	-99	6	-88	-99	-99
61464_reglement_20150923	61464	SEES	Uza	-88		5	1	3	-88	-88	-88	0.60	12	0.15	3500	-99
61464_reglement_20150923	61464	SEES	Ux	-88		2	1	2	-88	-88	-99	-99	8	-99	-99	-99
01081_reglement_20080208	1081	CHAMPFROMIER	UE	-88		5	1	4	-88	2	-88	-99	15	0.10	-99	-99
01081_reglement_20080208	1081	CHAMPFROMIER	UA	-88		5	1	4	-88	2	-88	-99	15	0.05	-99	-99
01081_reglement_20080208	1081	CHAMPFROMIER	UBa	-88		5	1	3	-88	2	-88	-99	10	-88	-88	-99
31439_reglement_20130711	31439	PRESERVILLE	Ub	-88		15	1	3	-88	-88	-99	0.50	6	-88	-99	0.3
31439_reglement_20130711	31439	PRESERVILLE	Ua	-88		15	1	3	-88	-88	-88	0.50	6	-88	-99	0.3
72243_reglement_20161027	72243	PONTVALLAIN	UP	-88		5	1	3	-88	-88	4	0.60	-88	0.20	-88	-99
72243_reglement_20161027	72243	PONTVALLAIN	UC	-88		1	1	0.50	-88	-88	4	-88	-88	0.20	-88	-99
72243_reglement_20161027	72243	PONTVALLAIN	UAa	-88		5	1	5	-88	-88	5	-88	-88	-88	-88	-99
38158_reglement_20160527	38158	EYBENS	UM	-88		-88	1	5	-88	2	5	0,5	16	0,1	-88	-88
38158_reglement_20160527	38158	EYBENS	UIa	-88		-88	1	5	-88	2	5	-99	7	0,1	-88	-88
38158_reglement_20160527	38158	EYBENS	UIb	-88		-88	1	5	-88	2	5	-99	9	0,1	-88	-88
38158_reglement_20160527	38158	EYBENS	UB	-88		-88	1	4	-88	2	-88	0,25	9.50	0.10	-88	-88
38158_reglement_20160527	38158	EYBENS	UD	-88		5	1	4	-88	2	-88	0,3	9,5	0,3	-88	-88
38158_reglement_20160527	38158	EYBENS	UC	-88		-88	1	4	-88	2	-88	0,3	9,5	0,2	-88	-88
38158_reglement_20160527	38158	EYBENS	UAa	-88		5	1	4	-88	2	-88	0,25	9,5	0,2	-88	-88
38158_reglement_20160527	38158	EYBENS	UJJa	-88		-88	1	3,5	-88	2	-88	0,5	22	0.20	-99	-88
41144_reglement_20010206	41144	MONTEAUX	UB	-88		5	1	3	-88	-88	-88	-99	-88	-88	-88	1.50
41144_reglement_20010206	41144	MONTEAUX	UC	-88		5	1	3	-88	-88	-88	0.30	-88	-88	-88	0.70
41144_reglement_20010206	41144	MONTEAUX	UAb	-88		-88	1	3	-88	-88	-88	-99	7	-88	-88	1.50
41144_reglement_20010206	41144	MONTEAUX	UAa	-88		-88	1	3	-88	-88	-88	-99	7	-88	-88	0.02
27629_reglement_20100225	27629	THIBERVILLE	UE	-88		5	1	3	-88	2	4	-88	8	-88	-88	-88
32160_reglement_0_20170516	32160	L'ISLE JOURDAIN	Ur	-88		3	1	3	-88	2	3	0,15	-88	0,5	-88	0,2
32160_reglement_0_20170516	32160	L'ISLE JOURDAIN	Up	-88		-88	1	3	-88	2	-99	-99	-99	0,3	-99	-99
32160_reglement_0_20170516	32160	L'ISLE JOURDAIN	Ue2t	-88		5	1	5	-88	-88	3	0,5	8	0,1	-88	-99
32160_reglement_0_20170516	32160	L'ISLE JOURDAIN	Ugv	-88		3	1	3	-88	2	-88	-88	-88	-88	-88	-88
32160_reglement_0_20170516	32160	L'ISLE JOURDAIN	Uah	-88		3	1	3	-88	-88	-99	-99	-88	0,3	-99	-99
32160_reglement_0_20170516	32160	L'ISLE JOURDAIN	Ulm	-88		3	1	3	-88	2	-99	-99	-88	0,3	-88	0,3
32160_reglement_0_20170516	32160	L'ISLE JOURDAIN	Ub2	-88		3	1	3	-88	2	-99	-99	-88	0,5	-88	0,3
32160_reglement_0_20170516	32160	L'ISLE JOURDAIN	Ub1	-88		3	1	3	-88	2	-99	-99	-88	0,3	-88	0,4
32160_reglement_0_20170516	32160	L'ISLE JOURDAIN	Ua2	-88		3	1	3	-88	-88	-99	0,5	-88	0,3	-88	0,5
32160_reglement_0_20170516	32160	L'ISLE JOURDAIN	Ub3a	-88		3	-88	-88	-88	-88	-88	-88	-88	0,5	-88	0,2
32160_reglement_0_20170516	32160	L'ISLE JOURDAIN	Ue1	-88		3	1	3	-88	2	3	-99	8,5	0,2	-99	-99
32160_reglement_0_20170516	32160	L'ISLE JOURDAIN	Ub3b	-88		3	-88	-88	-88	-88	-88	-88	-88	0,5	-88	0,15
87079_reglement_20171017	87079	LA JONCHERE ST MAURICE	UE	-88		-88	1	3	-88	2	-99	-99	-99	-88	-99	-99
87079_reglement_20171017	87079	LA JONCHERE ST MAURICE	UB	-88		3	2	3	-88	2	10	-99	-88	-88	-99	-99
87079_reglement_20171017	87079	LA JONCHERE ST MAURICE	UA	-88		3	2	3	-88	2	10	-99	-88	-88	-99	-99
87079_reglement_20171017	87079	LA JONCHERE ST MAURICE	UC	-88		3	2	3	-88	2	10	-99	-88	-88	-99	-99
87079_reglement_20171017	87079	LA JONCHERE ST MAURICE	UX	-88		-88	1	5	-88	-88	-99	-99	-99	-88	-99	-99
68338_reglement_20151103	68338	TURCKHEIM	UE	-88		4	1	4	-88	1	4	-88	15	0,1	-88	-88
68338_reglement_20151103	68338	TURCKHEIM	UF	-88		-88	1	3	-88	-88	3	-88	12	-88	-88	-88
68338_reglement_20151103	68338	TURCKHEIM	UBb	-88		3	1	4	-88	2	4	0,5	12	0.30	-88	-88
68338_reglement_20151103	68338	TURCKHEIM	UAa	-88		4	1	4	-88	-88	4	-88	11	-88	-88	-88
01180_reglement_20160526	1180	GRILLY	Ub	-88		5	1	4	-88	-88	8	0.15	9.5	0.50	-88	-99
01180_reglement_20160526	1180	GRILLY	Ua	-88		5	1	4	-88	-88	-88	0.15	11	0.30	-88	-99
01180_reglement_20160526	1180	GRILLY	Ux	-88		7	1	4	-88	-88	-88	-88	12	-99	1500	-99
43040_reglement_20151209	43040	BRIOUDE	UBi	-88		-88	1	3	-88	2	-99	-99	13	-88	-99	-99
43040_reglement_20151209	43040	BRIOUDE	UIh	-88		5	1	5	-88	2	-99	0.75	8	-88	-99	-88
43040_reglement_20151209	43040	BRIOUDE	UCi	-88		-88	0	-99	-88	-88	-88	-88	10	-88	-99	-99
43040_reglement_20151209	43040	BRIOUDE	UBa	-88		-88	1	3	-88	2	-99	-99	13	-88	-99	-99
43040_reglement_20151209	43040	BRIOUDE	UAa	-88		-88	1	3	-88	2	-88	-88	13	-88	-88	-88
43040_reglement_20151209	43040	BRIOUDE	UEi	-88		-88	1	3	-88	2	-88	-88	10	-88	-99	-99
74103_reglement_20151007	74103	DOMANCY	Uca	-88	 	2	1	4	-88	-88	8	0.20	10	0.15	-88	-88
74103_reglement_20151007	74103	DOMANCY	Uxcf	-88		-88	-88	-88	-88	-88	-88	0.60	10	-88	-88	-88
74103_reglement_20151007	74103	DOMANCY	Ue	-88	 	2	1	3	-88	-88	-99	-99	-99	-88	-88	-88
74103_reglement_20151007	74103	DOMANCY	Uxa	-88	 	2	1	5	-88	-88	-99	0.40	10	0.15	-88	-88
74103_reglement_20151007	74103	DOMANCY	Ua	-88	 	2	1	4	-88	-88	-88	-99	12	0.15	-88	-88
74103_reglement_20151007	74103	DOMANCY	Ub1	-88	 	2	1	4	-88	-88	6	0.21	-88	0.15	-88	-88
74103_reglement_20151007	74103	DOMANCY	Uxcp	-88		-88	-88	-88	-88	-88	-88	-99	10	-88	-88	-88
32353_reglement_20150206	32353	SABAILLAN	U	-88		3	1	3	-88	2	3	-99	-88	-88	-99	-88
78960_Voisins_le_Bretonneux	78960	VOISINS LE BRETONNEUX	UI	-88		5	1	3	-88	-88	-88	0,5	12	0,2	-88	0,8
78960_Voisins_le_Bretonneux	78960	VOISINS LE BRETONNEUX	UL	-88		6	1	4	-88	-88	-88	-88	-88	-88	-88	-88
78960_Voisins_le_Bretonneux	78960	VOISINS LE BRETONNEUX	UCa	-88		5	1	5	-88	-88	-88	0,3	9	-88	-88	0,4
78960_Voisins_le_Bretonneux	78960	VOISINS LE BRETONNEUX	UCb	-88		5	1	3	-88	-88	-88	0,4	9	-88	-88	0,5
78960_Voisins_le_Bretonneux	78960	VOISINS LE BRETONNEUX	UBa	-88		3	1	4	-88	-88	6	0,5	13	-88	-88	0.80
78960_Voisins_le_Bretonneux	78960	VOISINS LE BRETONNEUX	UAb	-88		-88	-88	-88	-88	-88	4	0,7	15	-88	-99	0,8
78960_Voisins_le_Bretonneux	78960	VOISINS LE BRETONNEUX	UBb	-88		3	1	4	-88	-88	6	0,4	10	-88	-88	0,5
78960_Voisins_le_Bretonneux	78960	VOISINS LE BRETONNEUX	UAa	-88		-88	-88	-88	-88	-88	4	0,7	13	-88	-99	0,8
31284_reglement_20130319	31284	LAUZERVILLE	UBa	-88		3	1	3	-88	2	-88	-88	9	0.30	-88	0.25
31284_reglement_20130319	31284	LAUZERVILLE	UBb	-88		3	1	3	-88	2	-88	0.50	9	0.30	-99	0.30
31284_reglement_20130319	31284	LAUZERVILLE	UBc	-88		3	1	3	-88	2	-88	-88	9	0.30	-99	0.50
31284_reglement_20130319	31284	LAUZERVILLE	UAa	-88		-88	1	3	-88	-88	-88	-88	-88	-88	-88	1
95210_reglement_20170728	95210	ENGHIEN LES BAINS	UF	-88		6	1	5	-88	2	-88	0.20	13	0.50	-88	-88
95210_reglement_20170728	95210	ENGHIEN LES BAINS	UG	-88		6	1	3	-88	2	4	0.50	13	0.20	-88	-88
95210_reglement_20170728	95210	ENGHIEN LES BAINS	UAb	-88		0.80	1	2.50	-88	2	2	0.60	15	0.35	-88	-88
95210_reglement_20170728	95210	ENGHIEN LES BAINS	UAc	-88		6	1	2.50	-88	2	2	0.60	15	0.10	-88	-88
95210_reglement_20170728	95210	ENGHIEN LES BAINS	UAa	-88		0.80	1	2.50	-88	2	2	0.40	23	0.35	-88	-88
50224_reglement_20141016	50224	GUILBERVILLE	UB	-88		5	1	3	-88	2	-88	-88	10	-88	-88	-88
50224_reglement_20141016	50224	GUILBERVILLE	UC	-88		5	1	5	-88	2	-88	-88	9	-88	-88	-88
50224_reglement_20141016	50224	GUILBERVILLE	UX	-88		10	1	4	-88	-88	-88	-88	15	-88	-88	-88
66217_reglement_20120514	66217	TROUILLAS	UCc	-88		5	1	4	-88	2	-88	-88	9	-88	-88	0.60
66217_reglement_20120514	66217	TROUILLAS	UCb	-88		5	0	4	-88	2	-88	-88	5.50	-88	-88	0.60
66217_reglement_20120514	66217	TROUILLAS	UBa	-88		5	1	4	-88	2	4	-88	8.5	-88	1 700	0.10
66217_reglement_20120514	66217	TROUILLAS	UAa	-88		5	1	3	-88	-99	-88	-88	9	-88	-88	-88
41043_reglement_20121011	41043	CHATILLON SUR CHER	Up	-88		5	1	3	-88	-88	-88	0.80	-88	-88	-88	-99
41043_reglement_20121011	41043	CHATILLON SUR CHER	Ui	-88		10	1	4	-88	-88	4	0.80	-99	0.15	-88	-99
41043_reglement_20121011	41043	CHATILLON SUR CHER	Uh	-88		5	1	3	-88	-88	-88	0.80	-88	-88	-88	-99
41043_reglement_20121011	41043	CHATILLON SUR CHER	Ue	-88		10	1	4	-88	-88	4	0.80	-99	0.15	-88	-99
41043_reglement_20121011	41043	CHATILLON SUR CHER	Ua	-88		5	1	3	-88	-88	-88	-99	-88	-88	-88	-99
22340_reglement_20081106	22340	TONQUEDEC	UA	-88		-88	1	3	-88	2	-99	-99	7	-88	-88	-99
22340_reglement_20081106	22340	TONQUEDEC	UC	-88		5	1	3	-88	-88	-99	-99	9	-88	-88	-99
